show_id,type,title,country,release_year,rating,listed_in,description
s2334,Movie,Gad Gone Wild,France,2017,TV-MA,Stand-Up Comedy & Talk Shows,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.
s1754,Movie,Dieter Nuhr: Nuhr in Berlin,Germany,2016,TV-MA,Stand-Up Comedy & Talk Shows,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang."
s2008,Movie,Enissa Amani: Ehrenwort,Germany,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette."
s2146,Movie,Felix Lobrecht: Hype,Germany,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special."
s2665,Movie,Hazel Brugger: Tropical,Germany,2020,TV-MA,Stand-Up Comedy & Talk Shows,"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more."
s578,Movie,Ari Eldjárn: Pardon My Icelandic,Iceland,2020,TV-MA,Stand-Up Comedy & Talk Shows,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more."
s313,Movie,Aditi Mittal: Things They Wouldn't Let Me Say,India,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings."
s478,Movie,Amit Tandon: Family Tandoncies,India,2019,TV-14,Stand-Up Comedy & Talk Shows,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy."
s3340,Movie,Kenny Sebastian: The Most Interesting Person in the Room,India,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough."
s7428,Movie,Vir Das: For India,India,2020,TV-MA,Stand-Up Comedy & Talk Shows,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective."
s7430,Movie,Vir Das: Outside In - The Lockdown Special,India,2020,TV-MA,Stand-Up Comedy & Talk Shows,Stage banter takes on a different — deeper — meaning as the comedian performs online shows to homebound viewers worldwide from his Mumbai residence.
s7745,Movie,"Yours Sincerely, Kanan Gill",India,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations."
s1927,Movie,Edoardo Ferrario: Temi Caldi,Italy,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer."
s2257,Movie,Francesco De Carlo: Cose di Questo Mondo,Italy,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Taking the stage in Milan, Francesco De Carlo opens up about his bad habits, religion, politics and what he's learned from traveling the world."
s2541,Movie,Grillo vs Grillo,Italy,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
s5415,Movie,Saverio Raimondo: Il Satiro Parlante,Italy,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Italian comic and satirist Saverio Raimondo regales a Milan crowd with tales of online antics, awkward injuries and white-knuckle flights."
s371,Movie,Alan Saldaña: Mi vida de pobre,Mexico,2017,TV-MA,Stand-Up Comedy & Talk Shows,Mexican comic Alan Saldaña has fun with everything from the pressure of sitting in an exit row to maxing out his credit card in this stand-up special.
s379,Movie,Alex Fernández: The Best Comedian in the World,Mexico,2020,TV-MA,Stand-Up Comedy & Talk Shows,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.
s1220,Movie,Carlos Ballarta: El amor es de putos,Mexico,2016,TV-MA,Stand-Up Comedy & Talk Shows,"Carlos Ballarta mocks daily life in Mexico, including public transit, the education system and the corn seller who betrays your confidence."
s1221,Movie,Carlos Ballarta: Furia Ñera,Mexico,2018,TV-MA,Stand-Up Comedy & Talk Shows,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.
s1444,Movie,Coco y Raulito: Carrusel de ternura,Mexico,2018,TV-MA,Stand-Up Comedy & Talk Shows,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs."
s1602,Movie,Daniel Sosa: Maleducado,Mexico,2019,TV-MA,Stand-Up Comedy & Talk Shows,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
s1603,Movie,Daniel Sosa: Sosafado,Mexico,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."
s1957,Movie,"El Especial de Alex Fernández, el Especial",Mexico,2017,TV-MA,Stand-Up Comedy & Talk Shows,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up."
s2258,Movie,Franco Escamilla: Bienvenido al mundo,Mexico,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance."
s2259,Movie,Franco Escamilla: Por la anécdota,Mexico,2018,TV-MA,Stand-Up Comedy & Talk Shows,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
s3992,Movie,Mau Nieto: Viviendo sobrio… desde el bar,Mexico,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober."
s4006,Movie,Mea Culpa,Mexico,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Raw and outspoken, comedian Alexis de Anda bares her soul about weddings, exercise, sex, gynecologists, drugs and much more in this stand-up special."
s5196,Movie,Ricardo O'Farrill Abrazo Genial,Mexico,2016,TV-MA,Stand-Up Comedy & Talk Shows,"Ricardo O'Farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific Mexican sensibility. Prepare for mockery."
s5197,Movie,Ricardo O'Farrill: Abrazo navideño,Mexico,2016,TV-MA,Stand-Up Comedy & Talk Shows,"The expressive Ricardo O'Farrill uses his astute comedic sensibilities to tease Christmas traditions, and not even Santa Claus escapes unscathed."
s5616,Movie,Simplemente Manu NNa,Mexico,2017,TV-MA,Stand-Up Comedy & Talk Shows,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.
s5691,Movie,Sofía Niño de Rivera: Exposed,Mexico,2016,TV-MA,Stand-Up Comedy & Talk Shows,Self-deprecating comic Sofía Niño de Rivera puts her sarcasm on full display in this stand-up special filmed live at Guadalajara's Degollado Theater.
s5692,Movie,Sofía Niño de Rivera: Selección Natural,Mexico,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals."
s2603,Movie,Hans Teeuwen: Real Rancour,Netherlands,2018,TV-MA,Stand-Up Comedy & Talk Shows,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain's moral leader and takes on Donald Trump."
s2094,Movie,Fakkah Fuzz: Almost Banned,Singapore,2018,TV-MA,Stand-Up Comedy & Talk Shows,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.
s4779,Movie,Park Na-rae: Glamour Warning,South Korea,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before."
s7719,Movie,Yoo Byung Jae: Discomfort Zone,South Korea,2018,TV-MA,Stand-Up Comedy & Talk Shows,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.
s1635,Movie,David Batra: Elefanten i rummet,Sweden,2020,TV-MA,Stand-Up Comedy & Talk Shows,Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.
s920,Movie,Bill Hicks: One Night Stand,United Kingdom,1991,TV-MA,Stand-Up Comedy & Talk Shows,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
s922,Movie,Bill Hicks: Relentless,United Kingdom,1992,TV-MA,Stand-Up Comedy & Talk Shows,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
s923,Movie,Bill Hicks: Revelations,United Kingdom,1993,TV-MA,Stand-Up Comedy & Talk Shows,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
s1102,Movie,Bridget Christie: Stand Up for Her,United Kingdom,2016,TV-MA,Stand-Up Comedy & Talk Shows,"Performing stand-up for a packed house in London's Hoxton Hall, comedian Bridget Christie dives into the politics of gender, sex and equality."
s2417,Movie,Gina Yashere: Skinny B*tch,United Kingdom,2008,TV-MA,Stand-Up Comedy & Talk Shows,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more."
s2537,Movie,Greg Davies: You Magnificent Beast,United Kingdom,2018,TV-MA,Stand-Up Comedy & Talk Shows,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
s3100,Movie,Jack Whitehall: At Large,United Kingdom,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson."
s3101,Movie,Jack Whitehall: Christmas with My Father,United Kingdom,2019,TV-MA,Stand-Up Comedy & Talk Shows,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
s3102,Movie,Jack Whitehall: I'm Only Joking,United Kingdom,2020,TV-MA,Stand-Up Comedy & Talk Shows,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father."
s3122,Movie,Jandino: Whatever it Takes,United Kingdom,2016,TV-MA,Stand-Up Comedy & Talk Shows,"Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show."
s3178,Movie,Jimmy Carr: Funny Business,United Kingdom,2016,TV-MA,Stand-Up Comedy & Talk Shows,British comedian Jimmy Carr unleashes his deadpan delivery and wickedly funny one-liners to a sold-out audience at the UK's Hammersmith Apollo.
s3320,Movie,Katherine Ryan: In Trouble,United Kingdom,2017,TV-MA,Stand-Up Comedy & Talk Shows,"Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
